person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,emp_length_missing,int_rate_missing
26.0,140232,MORTGAGE,0.0,EDUCATION,D,20000,10.99,0,0.14,Y,2.0,0,1
26.0,19500,OWN,0.0,PERSONAL,A,5000,8.0,1,0.26,N,3.0,0,0
21.0,140232,MORTGAGE,5.0,DEBTCONSOLIDATION,C,4000,13.72,0,0.03,N,2.0,0,0
24.0,134000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,23125,14.83,1,0.19,N,4.0,0,0
25.0,140232,MORTGAGE,0.0,VENTURE,B,23125,10.99,0,0.19,N,3.0,0,0
23.0,140232,MORTGAGE,2.0,MEDICAL,B,23125,10.99,0,0.16,N,3.0,0,0
26.0,140232,MORTGAGE,3.0,HOMEIMPROVEMENT,A,4100,6.92,0,0.03,N,3.0,0,0
23.0,140232,MORTGAGE,4.0,DEBTCONSOLIDATION,B,23125,10.25,0,0.17,N,3.0,0,0
23.0,74000,RENT,1.0,VENTURE,D,15000,15.65,1,0.2,N,2.0,0,0
26.0,140232,MORTGAGE,10.0,DEBTCONSOLIDATION,A,7500,8.0,0,0.05,N,3.0,0,0
26.0,80004,RENT,8.0,EDUCATION,B,15000,11.89,0,0.19,N,4.0,0,0
22.0,140232,MORTGAGE,6.0,DEBTCONSOLIDATION,A,15000,7.66,0,0.1,N,4.0,0,0
21.0,19200,OWN,0.0,PERSONAL,B,2400,9.91,0,0.13,N,2.0,0,0
24.0,140232,MORTGAGE,0.0,EDUCATION,A,4000,7.88,0,0.03,N,2.0,0,0
24.0,136000,MORTGAGE,9.0,PERSONAL,F,23125,19.13,1,0.18,N,3.0,0,0
23.0,75000,RENT,0.0,PERSONAL,C,15000,13.57,1,0.2,Y,3.0,0,0
23.0,81960,RENT,7.0,DEBTCONSOLIDATION,B,15000,10.62,0,0.18,N,3.0,0,0
25.0,136112,MORTGAGE,9.0,HOMEIMPROVEMENT,E,15600,19.42,1,0.11,N,2.0,0,0
23.0,140232,OWN,7.0,VENTURE,A,7000,8.94,0,0.05,N,4.0,0,0
26.0,140232,MORTGAGE,1.0,MEDICAL,A,7000,6.62,0,0.05,N,3.0,0,0
23.0,84000,RENT,-1.0,EDUCATION,A,15000,6.03,0,0.18,N,4.0,1,0
23.0,140232,MORTGAGE,7.0,MEDICAL,C,23125,12.98,0,0.17,N,3.0,0,0
25.0,140232,OWN,0.0,VENTURE,A,14400,8.9,0,0.1,N,4.0,0,0
25.0,140232,MORTGAGE,9.0,MEDICAL,C,20000,14.65,0,0.13,Y,4.0,0,0
25.0,78000,RENT,4.0,DEBTCONSOLIDATION,D,15000,10.99,1,0.19,Y,4.0,0,1
25.0,140232,MORTGAGE,9.0,PERSONAL,A,7500,8.9,0,0.05,N,3.0,0,0
23.0,84000,RENT,0.0,MEDICAL,C,15000,11.34,0,0.18,N,3.0,0,0
26.0,84000,RENT,4.0,DEBTCONSOLIDATION,B,15000,10.14,0,0.18,N,4.0,0,0
25.0,140232,MORTGAGE,3.0,MEDICAL,A,12000,10.99,0,0.08,N,2.0,0,1
24.0,140232,MORTGAGE,8.0,EDUCATION,A,8000,8.9,0,0.05,N,4.0,0,0
26.0,140232,MORTGAGE,8.0,MEDICAL,C,23125,15.96,0,0.23,N,3.0,0,0
23.0,19200,OWN,-1.0,PERSONAL,A,6000,6.54,1,0.31,N,2.0,1,0
21.0,19200,OWN,5.0,EDUCATION,A,3300,6.17,1,0.17,N,2.0,0,0
25.0,85000,RENT,2.0,VENTURE,A,15000,7.9,0,0.18,N,4.0,0,0
25.0,140232,MORTGAGE,9.0,DEBTCONSOLIDATION,A,10000,5.42,0,0.07,N,4.0,0,0
24.0,140232,MORTGAGE,8.0,PERSONAL,C,23125,12.99,0,0.17,Y,4.0,0,0
23.0,85000,RENT,7.0,PERSONAL,B,15000,10.99,0,0.18,N,3.0,0,0
26.0,19200,OWN,7.0,PERSONAL,A,4500,7.88,1,0.23,N,3.0,0,0
23.0,140232,MORTGAGE,7.0,MEDICAL,B,23125,9.99,0,0.2,N,3.0,0,0
25.0,140232,MORTGAGE,8.0,DEBTCONSOLIDATION,C,5000,12.99,0,0.03,Y,4.0,0,0
23.0,85000,RENT,7.0,EDUCATION,D,15000,14.59,0,0.18,N,4.0,0,0
24.0,85000,RENT,0.0,MEDICAL,C,15000,13.11,0,0.18,N,3.0,0,0
21.0,85000,RENT,2.0,VENTURE,B,15000,10.95,0,0.18,N,3.0,0,0
26.0,140232,MORTGAGE,6.0,EDUCATION,D,6400,15.62,0,0.04,Y,2.0,0,0
24.0,85100,RENT,3.0,EDUCATION,C,15000,10.99,0,0.18,Y,2.0,0,1
24.0,140232,MORTGAGE,9.0,MEDICAL,A,23125,7.49,0,0.16,N,3.0,0,0
25.0,86004,RENT,1.0,PERSONAL,C,15000,12.53,0,0.17,Y,4.0,0,0
25.0,140232,MORTGAGE,9.0,DEBTCONSOLIDATION,A,12000,10.99,0,0.08,N,4.0,0,1
25.0,140232,MORTGAGE,9.0,EDUCATION,A,8200,5.79,0,0.05,N,3.0,0,0
26.0,87000,RENT,6.0,MEDICAL,A,15000,5.99,0,0.17,N,2.0,0,0
22.0,19008,OWN,-1.0,PERSONAL,A,12000,5.42,1,0.44000000000000006,N,4.0,1,0
23.0,140232,MORTGAGE,7.0,DEBTCONSOLIDATION,A,9600,6.92,0,0.06,N,2.0,0,0
22.0,87000,RENT,6.0,PERSONAL,B,15000,10.62,0,0.17,N,2.0,0,0
26.0,140232,MORTGAGE,1.0,PERSONAL,B,6000,10.74,0,0.04,N,2.0,0,0
22.0,140232,MORTGAGE,3.0,VENTURE,B,23125,11.11,0,0.17,N,3.0,0,0
25.0,140232,MORTGAGE,9.0,MEDICAL,B,23125,10.37,0,0.17,N,2.0,0,0
25.0,140232,MORTGAGE,4.0,EDUCATION,A,6000,7.66,0,0.04,N,3.0,0,0
21.0,19000,OWN,0.0,MEDICAL,D,7200,14.74,1,0.38,Y,4.0,0,0
25.0,140232,MORTGAGE,9.0,PERSONAL,B,20000,8.88,0,0.13,N,4.0,0,0
22.0,87800,RENT,3.0,MEDICAL,B,15000,11.36,0,0.17,N,4.0,0,0
25.0,140232,MORTGAGE,3.0,HOMEIMPROVEMENT,A,15000,6.54,0,0.1,N,2.0,0,0
23.0,140232,MORTGAGE,7.0,MEDICAL,A,8000,6.91,0,0.05,N,2.0,0,0
26.0,140232,MORTGAGE,3.0,DEBTCONSOLIDATION,B,23125,9.99,0,0.17,N,4.0,0,0
23.0,88000,RENT,0.0,EDUCATION,C,15000,10.28,0,0.17,N,2.0,0,0
25.0,140232,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,6.54,0,0.07,N,4.0,0,0
26.0,140232,MORTGAGE,10.0,DEBTCONSOLIDATION,B,14000,10.36,0,0.09,N,3.0,0,0
22.0,140232,MORTGAGE,6.0,PERSONAL,D,18000,15.2,0,0.12,N,4.0,0,0
26.0,78000,RENT,1.0,DEBTCONSOLIDATION,B,15000,12.42,1,0.19,N,3.0,0,0
24.0,90000,RENT,6.0,HOMEIMPROVEMENT,D,15000,17.27,0,0.17,Y,4.0,0,0
24.0,90000,RENT,0.0,DEBTCONSOLIDATION,A,15000,7.9,0,0.17,N,2.0,0,0
24.0,140232,MORTGAGE,2.0,PERSONAL,B,23125,10.38,0,0.16,N,3.0,0,0
24.0,90000,RENT,8.0,HOMEIMPROVEMENT,D,15000,17.58,0,0.17,N,3.0,0,0
24.0,140232,MORTGAGE,3.0,MEDICAL,C,15000,10.99,0,0.1,N,2.0,0,1
22.0,90000,RENT,5.0,MEDICAL,B,15000,11.49,0,0.17,N,4.0,0,0
25.0,140232,MORTGAGE,7.0,HOMEIMPROVEMENT,B,22000,10.38,0,0.15,N,4.0,0,0
24.0,140232,MORTGAGE,8.0,VENTURE,B,23125,10.99,0,0.16,N,3.0,0,0
26.0,90000,RENT,8.0,PERSONAL,D,15000,10.99,0,0.17,Y,3.0,0,1
23.0,140232,MORTGAGE,5.0,VENTURE,A,10000,7.14,0,0.07,N,4.0,0,0
25.0,140232,MORTGAGE,9.0,DEBTCONSOLIDATION,B,23125,10.25,0,0.17,N,2.0,0,0
24.0,140232,MORTGAGE,8.0,EDUCATION,B,23125,10.99,0,0.17,N,2.0,0,1
24.0,90000,RENT,3.0,HOMEIMPROVEMENT,B,15000,11.86,0,0.17,N,2.0,0,0
26.0,140232,OWN,10.0,VENTURE,B,23125,11.83,0,0.16,N,4.0,0,0
26.0,140232,OWN,10.0,VENTURE,A,21000,10.99,0,0.14,N,4.0,0,1
26.0,140232,OWN,6.0,EDUCATION,D,7000,14.96,0,0.05,Y,4.0,0,0
22.0,140232,MORTGAGE,6.0,MEDICAL,C,9500,12.87,0,0.06,Y,4.0,0,0
24.0,90000,RENT,9.0,VENTURE,D,15000,14.42,0,0.17,Y,3.0,0,0
24.0,140232,MORTGAGE,8.0,VENTURE,C,15000,13.16,0,0.1,Y,3.0,0,0
25.0,79000,RENT,5.0,EDUCATION,B,15000,12.18,1,0.19,N,3.0,0,0
26.0,140232,MORTGAGE,10.0,PERSONAL,B,15000,12.21,0,0.1,N,2.0,0,0
25.0,140232,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,13.16,0,0.03,Y,4.0,0,0
26.0,140232,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6000,9.63,0,0.04,N,4.0,0,0
25.0,140232,MORTGAGE,9.0,MEDICAL,B,12500,11.58,0,0.08,N,4.0,0,0
24.0,140232,MORTGAGE,5.0,DEBTCONSOLIDATION,B,20000,10.51,0,0.13,N,4.0,0,0
24.0,68000,RENT,5.0,MEDICAL,D,15000,15.58,1,0.19,Y,4.0,0,0
26.0,138000,MORTGAGE,4.0,EDUCATION,F,18000,16.4,1,0.13,N,3.0,0,0
23.0,140232,MORTGAGE,8.0,DEBTCONSOLIDATION,B,23125,9.76,0,0.16,N,4.0,0,0
25.0,140232,MORTGAGE,9.0,MEDICAL,B,12125,8.7,0,0.08,N,4.0,0,0
21.0,140232,OWN,0.0,VENTURE,A,23125,7.49,0,0.17,N,2.0,0,0
23.0,140232,MORTGAGE,3.0,EDUCATION,A,2400,7.49,0,0.02,N,2.0,0,0
24.0,140232,MORTGAGE,8.0,HOMEIMPROVEMENT,C,23125,14.27,0,0.23,Y,2.0,0,0
21.0,140232,MORTGAGE,5.0,VENTURE,B,8000,11.12,0,0.05,N,2.0,0,0
24.0,31000,RENT,6.0,PERSONAL,C,15075,15.27,1,0.44000000000000006,Y,2.0,0,0
24.0,82308,RENT,4.0,HOMEIMPROVEMENT,B,15125,10.36,0,0.18,N,4.0,0,0
26.0,140232,MORTGAGE,3.0,MEDICAL,A,17500,8.49,0,0.12,N,2.0,0,0
26.0,140232,MORTGAGE,8.0,EDUCATION,A,5800,7.88,0,0.04,N,3.0,0,0
26.0,140232,OWN,3.0,PERSONAL,B,15000,11.36,0,0.1,N,2.0,0,0
25.0,140232,MORTGAGE,9.0,EDUCATION,B,7500,11.71,0,0.05,N,3.0,0,0
25.0,140232,MORTGAGE,9.0,EDUCATION,C,14500,13.85,0,0.09,N,3.0,0,0
25.0,140232,MORTGAGE,1.0,DEBTCONSOLIDATION,A,18000,6.99,0,0.12,N,2.0,0,0
25.0,140232,MORTGAGE,4.0,MEDICAL,A,12225,7.49,0,0.08,N,3.0,0,0
24.0,140232,MORTGAGE,8.0,DEBTCONSOLIDATION,A,6000,5.79,0,0.04,N,4.0,0,0
25.0,140232,MORTGAGE,1.0,EDUCATION,B,21600,10.37,0,0.14,N,3.0,0,0
25.0,140232,MORTGAGE,2.0,HOMEIMPROVEMENT,C,9200,12.61,0,0.06,Y,4.0,0,0
25.0,140232,MORTGAGE,9.0,DEBTCONSOLIDATION,B,12000,10.99,0,0.08,N,3.0,0,0
26.0,140232,MORTGAGE,5.0,MEDICAL,B,12400,11.83,0,0.08,N,4.0,0,0
25.0,140232,MORTGAGE,1.0,DEBTCONSOLIDATION,B,9600,10.95,0,0.06,N,4.0,0,0
26.0,140232,MORTGAGE,4.0,MEDICAL,A,18000,6.99,0,0.12,N,4.0,0,0
21.0,18000,OWN,5.0,HOMEIMPROVEMENT,A,6500,7.4,1,0.36,N,3.0,0,0
24.0,140232,MORTGAGE,5.0,PERSONAL,A,12000,7.49,0,0.08,N,4.0,0,0
25.0,140232,MORTGAGE,8.0,PERSONAL,C,10000,13.06,0,0.06,Y,3.0,0,0
25.0,39000,RENT,9.0,VENTURE,D,15200,16.0,1,0.39,N,3.0,0,0
26.0,140232,MORTGAGE,10.0,EDUCATION,B,23125,10.75,0,0.16,N,3.0,0,0
25.0,140232,MORTGAGE,9.0,MEDICAL,A,18000,7.51,0,0.12,N,2.0,0,0
24.0,48000,RENT,4.0,DEBTCONSOLIDATION,B,15200,11.48,1,0.32,N,3.0,0,0
23.0,140232,MORTGAGE,7.0,DEBTCONSOLIDATION,D,23125,14.59,1,0.17,Y,2.0,0,0
22.0,28080,RENT,5.0,VENTURE,E,15250,16.7,1,0.44000000000000006,N,4.0,0,0
22.0,140232,MORTGAGE,7.0,DEBTCONSOLIDATION,B,4000,11.14,0,0.03,N,3.0,0,0
25.0,140232,MORTGAGE,3.0,PERSONAL,D,22000,16.0,0,0.14,Y,4.0,0,0
25.0,140232,MORTGAGE,9.0,HOMEIMPROVEMENT,A,10500,7.49,0,0.07,N,2.0,0,0
23.0,31200,RENT,0.0,MEDICAL,E,15250,17.93,1,0.44000000000000006,N,2.0,0,0
26.0,140232,MORTGAGE,6.0,PERSONAL,D,23000,18.25,0,0.15,N,2.0,0,0
25.0,140232,MORTGAGE,4.0,PERSONAL,C,23125,13.48,0,0.16,N,2.0,0,0
21.0,140232,MORTGAGE,2.0,MEDICAL,B,18000,11.26,0,0.12,N,3.0,0,0
26.0,140232,MORTGAGE,6.0,VENTURE,C,9600,14.27,0,0.06,Y,2.0,0,0
26.0,140232,MORTGAGE,2.0,HOMEIMPROVEMENT,B,23125,10.65,0,0.22,N,4.0,0,0
24.0,38272,RENT,1.0,VENTURE,C,15250,14.17,1,0.4,Y,2.0,0,0
26.0,140232,MORTGAGE,5.0,PERSONAL,B,7000,9.91,0,0.04,N,4.0,0,0
26.0,34000,RENT,3.0,VENTURE,C,15250,13.22,1,0.44000000000000006,Y,2.0,0,0
24.0,36000,RENT,6.0,MEDICAL,E,15250,15.95,1,0.42,Y,2.0,0,0
24.0,140232,MORTGAGE,8.0,EDUCATION,B,15000,10.25,0,0.1,N,3.0,0,0
26.0,17500,OWN,10.0,PERSONAL,A,5500,10.99,1,0.31,N,2.0,0,1
24.0,59000,RENT,7.0,HOMEIMPROVEMENT,D,15250,14.96,0,0.26,N,4.0,0,0
24.0,140232,MORTGAGE,6.0,MEDICAL,C,15000,13.57,0,0.1,Y,4.0,0,0
25.0,140232,MORTGAGE,9.0,DEBTCONSOLIDATION,C,10000,13.22,0,0.06,Y,2.0,0,0
22.0,54288,RENT,3.0,VENTURE,B,15350,12.18,0,0.28,N,3.0,0,0
24.0,120000,RENT,9.0,MEDICAL,C,15400,14.26,0,0.13,N,2.0,0,0
25.0,140232,MORTGAGE,9.0,DEBTCONSOLIDATION,D,17600,14.84,1,0.12,N,3.0,0,0
25.0,140232,MORTGAGE,8.0,PERSONAL,A,23125,7.49,0,0.18,N,4.0,0,0
26.0,140232,MORTGAGE,9.0,HOMEIMPROVEMENT,B,20000,10.25,1,0.14,N,2.0,0,0
26.0,140232,MORTGAGE,1.0,DEBTCONSOLIDATION,B,20000,12.18,0,0.13,N,3.0,0,0
24.0,36000,RENT,8.0,VENTURE,E,15450,13.43,1,0.43,N,2.0,0,0
26.0,140232,MORTGAGE,4.0,PERSONAL,B,23125,11.86,0,0.16,N,3.0,0,0
25.0,140232,MORTGAGE,10.0,VENTURE,C,20000,14.26,0,0.13,Y,2.0,0,0
26.0,91800,RENT,7.0,MEDICAL,C,15450,10.91,1,0.14,Y,3.0,0,0
26.0,140232,MORTGAGE,11.0,HOMEIMPROVEMENT,A,18325,7.49,0,0.11,N,3.0,0,0
23.0,140232,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12000,5.42,0,0.08,N,4.0,0,0
22.0,71760,RENT,6.0,EDUCATION,A,15500,7.88,0,0.22,N,2.0,0,0
22.0,140232,OWN,6.0,VENTURE,A,7000,8.9,0,0.04,N,3.0,0,0
26.0,125000,RENT,0.0,EDUCATION,A,15500,7.88,0,0.12,N,2.0,0,0
23.0,54000,RENT,7.0,DEBTCONSOLIDATION,B,15550,11.71,0,0.29,N,4.0,0,0
24.0,41000,RENT,4.0,MEDICAL,C,15600,12.87,1,0.38,Y,3.0,0,0
22.0,50000,RENT,7.0,DEBTCONSOLIDATION,B,15600,12.21,1,0.31,N,4.0,0,0
26.0,140232,MORTGAGE,3.0,DEBTCONSOLIDATION,E,7500,18.39,1,0.05,Y,3.0,0,0
24.0,140232,MORTGAGE,8.0,HOMEIMPROVEMENT,E,20000,19.69,0,0.13,Y,2.0,0,0
23.0,60000,RENT,0.0,PERSONAL,B,15600,12.69,0,0.26,N,4.0,0,0
23.0,140232,MORTGAGE,7.0,DEBTCONSOLIDATION,A,15000,7.91,0,0.09,N,4.0,0,0
23.0,140232,MORTGAGE,1.0,VENTURE,C,23125,15.23,0,0.22,Y,2.0,0,0
25.0,62000,RENT,7.0,DEBTCONSOLIDATION,A,15600,7.49,0,0.25,N,4.0,0,0
24.0,140232,MORTGAGE,6.0,VENTURE,B,17000,9.25,0,0.11,N,3.0,0,0
25.0,110000,RENT,5.0,HOMEIMPROVEMENT,D,15600,15.33,0,0.14,Y,4.0,0,0
24.0,140232,MORTGAGE,8.0,DEBTCONSOLIDATION,D,23125,15.31,1,0.17,Y,2.0,0,0
25.0,46000,RENT,4.0,EDUCATION,B,15625,9.91,1,0.34,N,4.0,0,0
24.0,44400,RENT,4.0,EDUCATION,F,15650,20.04,1,0.35,N,4.0,0,0
24.0,63000,RENT,1.0,HOMEIMPROVEMENT,A,15675,6.54,0,0.25,N,2.0,0,0
21.0,140232,OTHER,5.0,EDUCATION,A,6000,8.0,0,0.04,N,4.0,0,0
23.0,68000,RENT,3.0,MEDICAL,B,15700,11.49,0,0.23,N,2.0,0,0
24.0,140232,MORTGAGE,8.0,DEBTCONSOLIDATION,C,16000,15.96,0,0.1,Y,2.0,0,0
26.0,140232,MORTGAGE,10.0,DEBTCONSOLIDATION,D,10000,15.99,1,0.07,N,3.0,0,0
23.0,140232,OWN,5.0,EDUCATION,B,10000,11.36,0,0.06,N,2.0,0,0
26.0,140232,MORTGAGE,10.0,HOMEIMPROVEMENT,B,20000,11.26,1,0.13,N,3.0,0,0
22.0,36000,RENT,0.0,PERSONAL,B,15850,11.48,1,0.44,N,3.0,0,0
24.0,50000,RENT,8.0,MEDICAL,E,15850,16.35,1,0.32,Y,3.0,0,0
23.0,84000,RENT,3.0,MEDICAL,A,15850,8.49,0,0.19,N,4.0,0,0
23.0,140232,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5000,5.42,0,0.03,N,3.0,0,0
22.0,104000,RENT,3.0,MEDICAL,C,15900,13.49,0,0.15,N,2.0,0,0
24.0,76000,RENT,6.0,HOMEIMPROVEMENT,B,16000,10.99,0,0.21,N,3.0,0,0
26.0,140232,MORTGAGE,10.0,EDUCATION,C,20000,13.22,0,0.12,Y,4.0,0,0
24.0,15996,OWN,8.0,EDUCATION,A,4000,8.0,1,0.25,N,2.0,0,0
23.0,77000,RENT,2.0,DEBTCONSOLIDATION,B,16000,11.14,0,0.21,N,3.0,0,0
22.0,140232,MORTGAGE,6.0,EDUCATION,C,12000,12.99,0,0.07,Y,3.0,0,0
24.0,79500,RENT,8.0,HOMEIMPROVEMENT,B,16000,11.14,0,0.2,N,4.0,0,0
23.0,140232,MORTGAGE,8.0,VENTURE,A,10000,10.99,0,0.06,N,4.0,0,1
22.0,140232,MORTGAGE,1.0,EDUCATION,B,23125,11.36,0,0.14,N,3.0,0,0
23.0,80000,RENT,6.0,EDUCATION,A,16000,10.99,0,0.2,N,2.0,0,1
23.0,140232,MORTGAGE,1.0,EDUCATION,B,20000,12.21,0,0.12,N,2.0,0,0
23.0,140232,MORTGAGE,6.0,PERSONAL,B,15750,10.75,0,0.09,N,2.0,0,0
25.0,80000,RENT,0.0,DEBTCONSOLIDATION,B,16000,9.88,0,0.2,N,3.0,0,0
23.0,80000,RENT,2.0,MEDICAL,C,16000,13.85,0,0.2,N,3.0,0,0
24.0,140232,MORTGAGE,8.0,EDUCATION,B,5000,11.71,0,0.03,N,3.0,0,0
23.0,62900,RENT,1.0,MEDICAL,E,16000,16.35,1,0.22,N,4.0,0,0
25.0,80500,RENT,3.0,PERSONAL,E,16000,16.45,0,0.2,Y,4.0,0,0
26.0,140232,MORTGAGE,0.0,HOMEIMPROVEMENT,B,20000,10.37,0,0.12,N,3.0,0,0
25.0,140232,MORTGAGE,0.0,EDUCATION,A,3850,6.17,0,0.02,N,4.0,0,0
26.0,81000,RENT,7.0,HOMEIMPROVEMENT,C,16000,13.85,0,0.2,Y,2.0,0,0
25.0,83000,RENT,2.0,DEBTCONSOLIDATION,B,16000,10.99,0,0.19,N,2.0,0,0
23.0,85000,RENT,2.0,PERSONAL,C,16000,14.27,0,0.19,N,2.0,0,0
25.0,140232,MORTGAGE,9.0,MEDICAL,B,23125,10.75,0,0.15,N,2.0,0,0
23.0,85000,RENT,4.0,VENTURE,A,16000,6.03,0,0.19,N,3.0,0,0
24.0,85000,RENT,1.0,VENTURE,B,16000,11.99,0,0.19,N,3.0,0,0
24.0,85000,RENT,0.0,EDUCATION,A,16000,6.91,0,0.19,N,2.0,0,0
24.0,134300,MORTGAGE,2.0,MEDICAL,E,12000,16.45,1,0.08,N,2.0,0,0
21.0,15300,OWN,5.0,MEDICAL,A,2500,6.03,1,0.16,N,2.0,0,0
26.0,140232,MORTGAGE,7.0,VENTURE,A,12000,10.99,0,0.07,N,2.0,0,1
24.0,140232,MORTGAGE,5.0,EDUCATION,B,15000,10.37,0,0.09,N,4.0,0,0
25.0,140232,MORTGAGE,9.0,EDUCATION,B,12000,11.86,0,0.07,N,4.0,0,0
25.0,86000,RENT,9.0,EDUCATION,D,16000,16.29,0,0.19,Y,2.0,0,0
26.0,140232,MORTGAGE,0.0,PERSONAL,A,10000,8.07,0,0.06,N,4.0,0,0
26.0,140232,MORTGAGE,7.0,DEBTCONSOLIDATION,B,23125,10.99,0,0.17,N,2.0,0,1
23.0,89100,RENT,7.0,PERSONAL,C,16000,13.92,0,0.18,Y,4.0,0,0
25.0,140232,MORTGAGE,9.0,PERSONAL,B,7550,11.49,0,0.04,N,4.0,0,0
23.0,140232,MORTGAGE,5.0,EDUCATION,D,23125,10.99,0,0.2,N,3.0,0,1
24.0,140232,MORTGAGE,9.0,EDUCATION,A,10000,5.42,0,0.06,N,3.0,0,0
26.0,140232,MORTGAGE,0.0,EDUCATION,D,7500,15.21,0,0.04,N,3.0,0,0
26.0,140232,MORTGAGE,0.0,PERSONAL,C,15000,10.99,0,0.09,N,3.0,0,1
25.0,15000,OWN,9.0,VENTURE,A,2000,6.91,0,0.13,N,3.0,0,0
24.0,90000,RENT,7.0,EDUCATION,B,16000,12.18,0,0.18,N,2.0,0,0
26.0,140232,MORTGAGE,2.0,DEBTCONSOLIDATION,A,3000,8.94,0,0.02,N,3.0,0,0
24.0,140232,OWN,3.0,VENTURE,B,8000,11.14,0,0.05,N,4.0,0,0
23.0,91000,RENT,2.0,EDUCATION,C,16000,14.22,0,0.18,Y,3.0,0,0
24.0,79200,RENT,3.0,EDUCATION,D,16000,12.67,1,0.2,Y,2.0,0,0
26.0,93000,RENT,10.0,DEBTCONSOLIDATION,B,16000,11.11,0,0.17,N,4.0,0,0
24.0,94000,RENT,8.0,HOMEIMPROVEMENT,B,16000,11.89,0,0.17,N,3.0,0,0
24.0,140232,MORTGAGE,4.0,EDUCATION,B,15000,12.18,0,0.09,N,3.0,0,0
24.0,140232,MORTGAGE,2.0,DEBTCONSOLIDATION,B,3200,10.0,0,0.02,N,4.0,0,0
25.0,140232,MORTGAGE,2.0,VENTURE,B,23125,11.11,0,0.14,N,4.0,0,0
25.0,140232,MORTGAGE,9.0,PERSONAL,E,8000,15.68,0,0.04,Y,2.0,0,0
22.0,140232,MORTGAGE,2.0,VENTURE,B,23125,10.99,0,0.14,N,4.0,0,0
22.0,83000,RENT,2.0,PERSONAL,D,16000,10.99,1,0.19,N,3.0,0,1
25.0,140232,MORTGAGE,9.0,HOMEIMPROVEMENT,B,6000,12.42,0,0.03,N,4.0,0,0
26.0,71400,RENT,10.0,MEDICAL,D,16000,10.99,1,0.19,Y,4.0,0,1
24.0,96000,RENT,2.0,MEDICAL,B,16000,11.99,0,0.17,N,3.0,0,0
25.0,140232,MORTGAGE,9.0,HOMEIMPROVEMENT,B,14400,10.99,0,0.08,N,2.0,0,1
26.0,97188,RENT,7.0,VENTURE,D,16000,12.8,0,0.16,N,3.0,0,0
24.0,140232,MORTGAGE,8.0,MEDICAL,D,23125,14.84,1,0.15,Y,2.0,0,0
26.0,88000,RENT,0.0,VENTURE,E,16000,17.88,1,0.18,Y,4.0,0,0
24.0,140232,MORTGAGE,0.0,PERSONAL,E,23125,16.45,1,0.15,N,3.0,0,0
26.0,140232,MORTGAGE,9.0,VENTURE,C,9700,13.85,0,0.05,N,4.0,0,0
21.0,140232,MORTGAGE,0.0,EDUCATION,A,5000,8.07,0,0.03,N,3.0,0,0
23.0,140232,MORTGAGE,2.0,VENTURE,B,5000,9.33,0,0.03,N,4.0,0,0
25.0,140232,MORTGAGE,9.0,HOMEIMPROVEMENT,C,23125,12.87,0,0.13,N,2.0,0,0
23.0,140232,MORTGAGE,5.0,HOMEIMPROVEMENT,A,12500,8.94,1,0.07,N,2.0,0,0
25.0,140232,MORTGAGE,2.0,MEDICAL,B,14500,8.88,0,0.08,N,2.0,0,0
26.0,140232,MORTGAGE,10.0,MEDICAL,B,23125,10.99,0,0.13,N,4.0,0,1
24.0,100000,RENT,5.0,HOMEIMPROVEMENT,B,16000,11.12,0,0.16,N,3.0,0,0
24.0,140232,MORTGAGE,8.0,PERSONAL,A,10000,6.92,0,0.05,N,3.0,0,0
25.0,140232,MORTGAGE,3.0,EDUCATION,A,12000,5.79,0,0.06,N,3.0,0,0
26.0,140232,MORTGAGE,10.0,HOMEIMPROVEMENT,B,6000,11.12,0,0.03,N,4.0,0,0
24.0,140232,MORTGAGE,6.0,MEDICAL,A,3000,7.88,0,0.02,N,2.0,0,0
20.0,140232,MORTGAGE,4.0,EDUCATION,A,2000,8.59,0,0.01,N,4.0,0,0
24.0,140232,MORTGAGE,4.0,EDUCATION,A,5000,9.32,0,0.03,N,2.0,0,0
25.0,140232,MORTGAGE,6.0,HOMEIMPROVEMENT,A,23125,7.49,0,0.13,N,3.0,0,0
24.0,140232,OWN,4.0,PERSONAL,C,23125,15.62,0,0.13,Y,3.0,0,0
24.0,140232,MORTGAGE,6.0,PERSONAL,A,5000,5.42,0,0.03,N,2.0,0,0
26.0,140232,OWN,10.0,PERSONAL,B,23125,9.25,0,0.13,N,2.0,0,0
24.0,140232,MORTGAGE,8.0,PERSONAL,C,10000,13.06,0,0.05,Y,4.0,0,0
24.0,140232,MORTGAGE,4.0,MEDICAL,A,5000,8.9,0,0.03,N,3.0,0,0
23.0,140232,MORTGAGE,0.0,EDUCATION,B,20000,9.63,0,0.1,N,3.0,0,0
25.0,140232,MORTGAGE,9.0,HOMEIMPROVEMENT,B,10000,10.59,0,0.05,N,2.0,0,0
24.0,98004,RENT,0.0,DEBTCONSOLIDATION,D,16000,16.32,1,0.16,N,2.0,0,0
